KO,Definition,Gene IDs,DRR127476_bin.16,DRR127514_bin.3,DRR127619_bin.11,DRR127718_bin.11,DRR127720_bin.6,DRR127752_bin.18_sub,DRR127755_bin.21,MH_sensitive_DRR127478_SemiBin_56,MH_sensitive_DRR127532_SemiBin_33,MH_sensitive_DRR127537_SemiBin_56,MH_sensitive_DRR127557_SemiBin_47,MH_sensitive_DRR127567_SemiBin_19,MH_sensitive_DRR127647_SemiBin_28,MH_sensitive_DRR127692_SemiBin_11,MH_sensitive_DRR127708_SemiBin_52,MH_sensitive_DRR127721_SemiBin_53,MH_sensitive_DRR127736_SemiBin_32,MH_sensitive_DRR127751_SemiBin_5,MH_sensitive_DRR171465_SemiBin_39
K06158,ATP-binding cassette; subfamily F; member 3,gnl|Prokka|AKEAHCKB_00761;gnl|Prokka|AKEAHCKB_03425;gnl|Prokka|APDOGEMG_00105;gnl|Prokka|APDOGEMG_03410;gnl|Prokka|BNGDJCLN_02095;gnl|Prokka|BNGDJCLN_02286;gnl|Prokka|COAKLHLB_00436;gnl|Prokka|COAKLHLB_03107;gnl|Prokka|HCDLLMMA_00031;gnl|Prokka|HCDLLMMA_01537;gnl|Prokka|HIPMDEKK_01135;gnl|Prokka|HIPMDEKK_02684;gnl|Prokka|IAHBEFHN_00404;gnl|Prokka|IAHBEFHN_01020;gnl|Prokka|ICHPHMKM_00352;gnl|Prokka|JCIDEFIG_00120;gnl|Prokka|JCIDEFIG_02627;gnl|Prokka|JDDPIIHO_00268;gnl|Prokka|JDDPIIHO_01829;gnl|Prokka|KAGGKOGE_01047;gnl|Prokka|KAGGKOGE_03511;gnl|Prokka|KIDIHNBK_03146;gnl|Prokka|KIDIHNBK_03953;gnl|Prokka|LGNBBEFE_02535;gnl|Prokka|LGNBBEFE_04172;gnl|Prokka|LKCJGGKA_00485;gnl|Prokka|LKCJGGKA_01712;gnl|Prokka|MKNIKEAA_00168;gnl|Prokka|MKNIKEAA_03435;gnl|Prokka|NGKABENH_01605;gnl|Prokka|NGKABENH_03688;gnl|Prokka|NKEMDPIE_02577;gnl|Prokka|NKEMDPIE_03499;gnl|Prokka|PJBPACPC_04220;gnl|Prokka|PJBPACPC_04290;gnl|Prokka|PLJPCPFJ_02549;gnl|Prokka|PLJPCPFJ_02965,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
K00891,shikimate kinase [EC:2.7.1.71],gnl|Prokka|AKEAHCKB_01400;gnl|Prokka|AKEAHCKB_03463;gnl|Prokka|APDOGEMG_00142;gnl|Prokka|APDOGEMG_01969;gnl|Prokka|BNGDJCLN_02063;gnl|Prokka|BNGDJCLN_03032;gnl|Prokka|COAKLHLB_00115;gnl|Prokka|COAKLHLB_03750;gnl|Prokka|HCDLLMMA_00063;gnl|Prokka|HCDLLMMA_02023;gnl|Prokka|HIPMDEKK_00005;gnl|Prokka|HIPMDEKK_02528;gnl|Prokka|IAHBEFHN_00372;gnl|Prokka|IAHBEFHN_02259;gnl|Prokka|ICHPHMKM_00315;gnl|Prokka|ICHPHMKM_00707;gnl|Prokka|JCIDEFIG_00152;gnl|Prokka|JCIDEFIG_00504;gnl|Prokka|JDDPIIHO_00925;gnl|Prokka|JDDPIIHO_02523;gnl|Prokka|KAGGKOGE_02792;gnl|Prokka|KAGGKOGE_03543;gnl|Prokka|KIDIHNBK_01404;gnl|Prokka|KIDIHNBK_03921;gnl|Prokka|LGNBBEFE_01923;gnl|Prokka|LGNBBEFE_02054;gnl|Prokka|LKCJGGKA_00517;gnl|Prokka|LKCJGGKA_01439;gnl|Prokka|MKNIKEAA_00136;gnl|Prokka|MKNIKEAA_04288;gnl|Prokka|NGKABENH_00782;gnl|Prokka|NGKABENH_03656;gnl|Prokka|NKEMDPIE_01082;gnl|Prokka|NKEMDPIE_01572;gnl|Prokka|PJBPACPC_00270;gnl|Prokka|PJBPACPC_04188;gnl|Prokka|PLJPCPFJ_02581;gnl|Prokka|PLJPCPFJ_03366,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
K14415,tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8],gnl|Prokka|AKEAHCKB_03493;gnl|Prokka|APDOGEMG_00175;gnl|Prokka|BNGDJCLN_02031;gnl|Prokka|COAKLHLB_00085;gnl|Prokka|HCDLLMMA_00095;gnl|Prokka|HCDLLMMA_00096;gnl|Prokka|HCDLLMMA_01428;gnl|Prokka|HIPMDEKK_02915;gnl|Prokka|IAHBEFHN_00339;gnl|Prokka|ICHPHMKM_02968;gnl|Prokka|JCIDEFIG_00376;gnl|Prokka|KAGGKOGE_02771;gnl|Prokka|KAGGKOGE_03575;gnl|Prokka|LGNBBEFE_02086;gnl|Prokka|LKCJGGKA_00548;gnl|Prokka|MKNIKEAA_00106;gnl|Prokka|NGKABENH_03488;gnl|Prokka|NGKABENH_03625;gnl|Prokka|NKEMDPIE_01113;gnl|Prokka|PJBPACPC_04157;gnl|Prokka|PLJPCPFJ_02613,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,3,0,1,2
K01675,fumarate hydratase D [EC:4.2.1.2],gnl|Prokka|AKEAHCKB_02583;gnl|Prokka|APDOGEMG_04217;gnl|Prokka|BNGDJCLN_04176;gnl|Prokka|COAKLHLB_03443;gnl|Prokka|HCDLLMMA_03946;gnl|Prokka|HIPMDEKK_03272;gnl|Prokka|IAHBEFHN_03514;gnl|Prokka|ICHPHMKM_03020;gnl|Prokka|JCIDEFIG_01580;gnl|Prokka|JDDPIIHO_03277;gnl|Prokka|KAGGKOGE_03737;gnl|Prokka|KIDIHNBK_00978;gnl|Prokka|LGNBBEFE_00182;gnl|Prokka|LKCJGGKA_02428;gnl|Prokka|MKNIKEAA_02419;gnl|Prokka|NGKABENH_03007;gnl|Prokka|NKEMDPIE_02225;gnl|Prokka|PJBPACPC_00735;gnl|Prokka|PLJPCPFJ_02423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K05984,excinuclease Cho [EC:3.1.25.-],gnl|Prokka|AKEAHCKB_02531;gnl|Prokka|APDOGEMG_01062;gnl|Prokka|BNGDJCLN_04108;gnl|Prokka|COAKLHLB_03376;gnl|Prokka|HCDLLMMA_03880;gnl|Prokka|HIPMDEKK_03458;gnl|Prokka|IAHBEFHN_00101;gnl|Prokka|ICHPHMKM_00781;gnl|Prokka|JCIDEFIG_01098;gnl|Prokka|JDDPIIHO_01144;gnl|Prokka|KAGGKOGE_03801;gnl|Prokka|KIDIHNBK_00914;gnl|Prokka|LGNBBEFE_01493;gnl|Prokka|LGNBBEFE_01494;gnl|Prokka|LKCJGGKA_01109;gnl|Prokka|MKNIKEAA_02354;gnl|Prokka|NGKABENH_03071;gnl|Prokka|NKEMDPIE_04181;gnl|Prokka|PJBPACPC_00670;gnl|Prokka|PLJPCPFJ_02352,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K01665,para-aminobenzoate synthetase component I [EC:2.6.1.85],gnl|Prokka|AKEAHCKB_01509;gnl|Prokka|APDOGEMG_02653;gnl|Prokka|BNGDJCLN_04037;gnl|Prokka|COAKLHLB_01380;gnl|Prokka|HCDLLMMA_03810;gnl|Prokka|HIPMDEKK_03537;gnl|Prokka|IAHBEFHN_01436;gnl|Prokka|ICHPHMKM_02523;gnl|Prokka|JCIDEFIG_01929;gnl|Prokka|JDDPIIHO_01663;gnl|Prokka|KAGGKOGE_03865;gnl|Prokka|KIDIHNBK_00849;gnl|Prokka|LGNBBEFE_01301;gnl|Prokka|LKCJGGKA_02228;gnl|Prokka|MKNIKEAA_02290;gnl|Prokka|NGKABENH_03135;gnl|Prokka|NKEMDPIE_03432;gnl|Prokka|PJBPACPC_00603;gnl|Prokka|PLJPCPFJ_02282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K02420,flagellar biosynthesis protein FliQ,gnl|Prokka|AKEAHCKB_03114;gnl|Prokka|APDOGEMG_01264;gnl|Prokka|BNGDJCLN_03905;gnl|Prokka|COAKLHLB_00604;gnl|Prokka|HCDLLMMA_02605;gnl|Prokka|IAHBEFHN_00822;gnl|Prokka|ICHPHMKM_02411;gnl|Prokka|JCIDEFIG_02238;gnl|Prokka|JDDPIIHO_03670;gnl|Prokka|KAGGKOGE_03996;gnl|Prokka|KIDIHNBK_01271;gnl|Prokka|LGNBBEFE_01187;gnl|Prokka|LKCJGGKA_02361;gnl|Prokka|MKNIKEAA_02157;gnl|Prokka|NGKABENH_03316;gnl|Prokka|NKEMDPIE_01964;gnl|Prokka|PJBPACPC_00470;gnl|Prokka|PLJPCPFJ_02082,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
K07666,two-component system; OmpR family; response regulator QseB,gnl|Prokka|AKEAHCKB_01472;gnl|Prokka|APDOGEMG_02569;gnl|Prokka|BNGDJCLN_00905;gnl|Prokka|COAKLHLB_02152;gnl|Prokka|HCDLLMMA_04421;gnl|Prokka|HIPMDEKK_01907;gnl|Prokka|IAHBEFHN_00277;gnl|Prokka|JCIDEFIG_02835;gnl|Prokka|JDDPIIHO_03850;gnl|Prokka|KAGGKOGE_04032;gnl|Prokka|KIDIHNBK_00269;gnl|Prokka|LGNBBEFE_01633;gnl|Prokka|MKNIKEAA_00342;gnl|Prokka|NGKABENH_04101;gnl|Prokka|NKEMDPIE_03112;gnl|Prokka|PJBPACPC_02520;gnl|Prokka|PLJPCPFJ_01049,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
K07192,flotillin,gnl|Prokka|AKEAHCKB_01722;gnl|Prokka|APDOGEMG_02546;gnl|Prokka|BNGDJCLN_00928;gnl|Prokka|COAKLHLB_02125;gnl|Prokka|HCDLLMMA_04450;gnl|Prokka|IAHBEFHN_00478;gnl|Prokka|ICHPHMKM_02461;gnl|Prokka|JDDPIIHO_04202;gnl|Prokka|KAGGKOGE_04064;gnl|Prokka|KIDIHNBK_00304;gnl|Prokka|LGNBBEFE_03757;gnl|Prokka|LKCJGGKA_00171;gnl|Prokka|MKNIKEAA_00307;gnl|Prokka|NGKABENH_04066;gnl|Prokka|NKEMDPIE_00742;gnl|Prokka|PJBPACPC_02489;gnl|Prokka|PLJPCPFJ_01074,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
K00219,2;4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34],gnl|Prokka|AKEAHCKB_01752;gnl|Prokka|APDOGEMG_02516;gnl|Prokka|BNGDJCLN_00958;gnl|Prokka|COAKLHLB_02095;gnl|Prokka|HCDLLMMA_04480;gnl|Prokka|HIPMDEKK_00841;gnl|Prokka|IAHBEFHN_00902;gnl|Prokka|JCIDEFIG_02065;gnl|Prokka|JDDPIIHO_03062;gnl|Prokka|KAGGKOGE_04097;gnl|Prokka|KIDIHNBK_00334;gnl|Prokka|LGNBBEFE_00415;gnl|Prokka|LKCJGGKA_00793;gnl|Prokka|LKCJGGKA_02619;gnl|Prokka|MKNIKEAA_00274;gnl|Prokka|NGKABENH_04036;gnl|Prokka|NKEMDPIE_00663;gnl|Prokka|PJBPACPC_02458;gnl|Prokka|PLJPCPFJ_01104,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1
K02055,putative spermidine/putrescine transport system substrate-binding protein,gnl|Prokka|AKEAHCKB_02298;gnl|Prokka|APDOGEMG_02701;gnl|Prokka|BNGDJCLN_02198;gnl|Prokka|COAKLHLB_03512;gnl|Prokka|HCDLLMMA_02876;gnl|Prokka|HIPMDEKK_01887;gnl|Prokka|IAHBEFHN_02726;gnl|Prokka|ICHPHMKM_03077;gnl|Prokka|JCIDEFIG_01239;gnl|Prokka|JDDPIIHO_02185;gnl|Prokka|KAGGKOGE_03046;gnl|Prokka|KIDIHNBK_03595;gnl|Prokka|LGNBBEFE_03241;gnl|Prokka|LKCJGGKA_00015;gnl|Prokka|MKNIKEAA_00836;gnl|Prokka|NGKABENH_04679;gnl|Prokka|NKEMDPIE_01289;gnl|Prokka|PJBPACPC_01419;gnl|Prokka|PLJPCPFJ_03069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K14054,murein peptide amidase A,gnl|Prokka|AKEAHCKB_02490;gnl|Prokka|APDOGEMG_04045;gnl|Prokka|BNGDJCLN_01815;gnl|Prokka|COAKLHLB_02341;gnl|Prokka|HCDLLMMA_02936;gnl|Prokka|HIPMDEKK_01628;gnl|Prokka|IAHBEFHN_00798;gnl|Prokka|ICHPHMKM_02178;gnl|Prokka|JCIDEFIG_01259;gnl|Prokka|JDDPIIHO_04432;gnl|Prokka|KAGGKOGE_03103;gnl|Prokka|KIDIHNBK_04091;gnl|Prokka|LGNBBEFE_04191;gnl|Prokka|LKCJGGKA_00079;gnl|Prokka|MKNIKEAA_00781;gnl|Prokka|NGKABENH_01114;gnl|Prokka|NKEMDPIE_00027;gnl|Prokka|PJBPACPC_01476;gnl|Prokka|PLJPCPFJ_00936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K04062,osmotically inducible lipoprotein OsmB,gnl|Prokka|AKEAHCKB_03645;gnl|Prokka|APDOGEMG_00700;gnl|Prokka|BNGDJCLN_01859;gnl|Prokka|COAKLHLB_01524;gnl|Prokka|HCDLLMMA_02984;gnl|Prokka|HIPMDEKK_03696;gnl|Prokka|IAHBEFHN_02410;gnl|Prokka|ICHPHMKM_03503;gnl|Prokka|JCIDEFIG_02381;gnl|Prokka|KAGGKOGE_03144;gnl|Prokka|KIDIHNBK_04132;gnl|Prokka|LGNBBEFE_01412;gnl|Prokka|LKCJGGKA_00111;gnl|Prokka|MKNIKEAA_00740;gnl|Prokka|NGKABENH_01073;gnl|Prokka|NKEMDPIE_00003;gnl|Prokka|PJBPACPC_01518;gnl|Prokka|PLJPCPFJ_00972,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
K10806,acyl-CoA thioesterase YciA [EC:3.1.2.-],gnl|Prokka|AKEAHCKB_00368;gnl|Prokka|APDOGEMG_00731;gnl|Prokka|BNGDJCLN_01894;gnl|Prokka|COAKLHLB_01555;gnl|Prokka|HCDLLMMA_02143;gnl|Prokka|HIPMDEKK_00195;gnl|Prokka|IAHBEFHN_00598;gnl|Prokka|JCIDEFIG_03284;gnl|Prokka|JDDPIIHO_01521;gnl|Prokka|KAGGKOGE_01798;gnl|Prokka|KIDIHNBK_03542;gnl|Prokka|LGNBBEFE_01718;gnl|Prokka|LKCJGGKA_00143;gnl|Prokka|MKNIKEAA_00708;gnl|Prokka|NGKABENH_02354;gnl|Prokka|NKEMDPIE_03360;gnl|Prokka|PJBPACPC_01548;gnl|Prokka|PLJPCPFJ_02113,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
K06141,MFS transporter; TsgA protein,gnl|Prokka|AKEAHCKB_03437;gnl|Prokka|APDOGEMG_00117;gnl|Prokka|BNGDJCLN_02083;gnl|Prokka|COAKLHLB_03095;gnl|Prokka|HCDLLMMA_00043;gnl|Prokka|HIPMDEKK_02696;gnl|Prokka|IAHBEFHN_00392;gnl|Prokka|ICHPHMKM_00340;gnl|Prokka|JCIDEFIG_00132;gnl|Prokka|JDDPIIHO_01841;gnl|Prokka|KAGGKOGE_03523;gnl|Prokka|KIDIHNBK_03941;gnl|Prokka|LGNBBEFE_02547;gnl|Prokka|LKCJGGKA_00497;gnl|Prokka|MKNIKEAA_00156;gnl|Prokka|NGKABENH_03676;gnl|Prokka|NKEMDPIE_03511;gnl|Prokka|PJBPACPC_04208;gnl|Prokka|PLJPCPFJ_02561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K09812,cell division transport system ATP-binding protein,gnl|Prokka|AKEAHCKB_03535;gnl|Prokka|APDOGEMG_00220;gnl|Prokka|BNGDJCLN_01986;gnl|Prokka|COAKLHLB_00045;gnl|Prokka|HCDLLMMA_03087;gnl|Prokka|HIPMDEKK_03298;gnl|Prokka|IAHBEFHN_04069;gnl|Prokka|ICHPHMKM_01526;gnl|Prokka|JCIDEFIG_03610;gnl|Prokka|JDDPIIHO_03755;gnl|Prokka|KAGGKOGE_01172;gnl|Prokka|KIDIHNBK_03849;gnl|Prokka|LGNBBEFE_02129;gnl|Prokka|LKCJGGKA_00593;gnl|Prokka|MKNIKEAA_00056;gnl|Prokka|NGKABENH_03570;gnl|Prokka|NKEMDPIE_02137;gnl|Prokka|PJBPACPC_04106;gnl|Prokka|PLJPCPFJ_02657,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K03685,ribonuclease III [EC:3.1.26.3],gnl|Prokka|AKEAHCKB_03818;gnl|Prokka|APDOGEMG_03347;gnl|Prokka|BNGDJCLN_00110;gnl|Prokka|COAKLHLB_02546;gnl|Prokka|HCDLLMMA_00135;gnl|Prokka|HIPMDEKK_00319;gnl|Prokka|HIPMDEKK_01283;gnl|Prokka|IAHBEFHN_03347;gnl|Prokka|ICHPHMKM_00630;gnl|Prokka|JCIDEFIG_00254;gnl|Prokka|JDDPIIHO_04254;gnl|Prokka|KAGGKOGE_01208;gnl|Prokka|KIDIHNBK_02381;gnl|Prokka|LGNBBEFE_00022;gnl|Prokka|LKCJGGKA_00657;gnl|Prokka|MKNIKEAA_01374;gnl|Prokka|NGKABENH_02786;gnl|Prokka|NKEMDPIE_00112;gnl|Prokka|PJBPACPC_02255;gnl|Prokka|PLJPCPFJ_01502,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
K07673,two-component system; NarL family; nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3],gnl|Prokka|AKEAHCKB_00398;gnl|Prokka|APDOGEMG_02199;gnl|Prokka|BNGDJCLN_01924;gnl|Prokka|COAKLHLB_01923;gnl|Prokka|HCDLLMMA_02088;gnl|Prokka|HIPMDEKK_00163;gnl|Prokka|IAHBEFHN_02287;gnl|Prokka|ICHPHMKM_02671;gnl|Prokka|JCIDEFIG_03253;gnl|Prokka|JDDPIIHO_04363;gnl|Prokka|KAGGKOGE_01766;gnl|Prokka|KIDIHNBK_03505;gnl|Prokka|LGNBBEFE_00997;gnl|Prokka|LKCJGGKA_00691;gnl|Prokka|MKNIKEAA_00675;gnl|Prokka|NGKABENH_02385;gnl|Prokka|NKEMDPIE_00168;gnl|Prokka|PJBPACPC_01580;gnl|Prokka|PLJPCPFJ_02143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K26607,putative L-cysteine desulfidase,gnl|Prokka|AKEAHCKB_01779;gnl|Prokka|APDOGEMG_02486;gnl|Prokka|BNGDJCLN_00988;gnl|Prokka|COAKLHLB_02065;gnl|Prokka|HCDLLMMA_04511;gnl|Prokka|HIPMDEKK_01534;gnl|Prokka|IAHBEFHN_04084;gnl|Prokka|ICHPHMKM_00420;gnl|Prokka|JCIDEFIG_00625;gnl|Prokka|JDDPIIHO_00354;gnl|Prokka|KAGGKOGE_02357;gnl|Prokka|KIDIHNBK_00360;gnl|Prokka|LGNBBEFE_00785;gnl|Prokka|LKCJGGKA_00820;gnl|Prokka|LKCJGGKA_02640;gnl|Prokka|MKNIKEAA_00249;gnl|Prokka|NGKABENH_04012;gnl|Prokka|NKEMDPIE_00638;gnl|Prokka|PJBPACPC_02432;gnl|Prokka|PLJPCPFJ_01130,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
K01916,NAD+ synthase [EC:6.3.1.5],gnl|Prokka|AKEAHCKB_02530;gnl|Prokka|APDOGEMG_01061;gnl|Prokka|BNGDJCLN_04109;gnl|Prokka|COAKLHLB_03377;gnl|Prokka|HCDLLMMA_03881;gnl|Prokka|HIPMDEKK_03457;gnl|Prokka|IAHBEFHN_00100;gnl|Prokka|ICHPHMKM_00780;gnl|Prokka|JCIDEFIG_01097;gnl|Prokka|KAGGKOGE_03800;gnl|Prokka|KIDIHNBK_00915;gnl|Prokka|LGNBBEFE_01492;gnl|Prokka|LKCJGGKA_01110;gnl|Prokka|MKNIKEAA_02355;gnl|Prokka|NGKABENH_03070;gnl|Prokka|NKEMDPIE_04180;gnl|Prokka|PJBPACPC_00671;gnl|Prokka|PLJPCPFJ_02353,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
K02071,D-methionine transport system ATP-binding protein,gnl|Prokka|AKEAHCKB_02142;gnl|Prokka|APDOGEMG_01222;gnl|Prokka|BNGDJCLN_00272;gnl|Prokka|COAKLHLB_02776;gnl|Prokka|HCDLLMMA_04315;gnl|Prokka|HIPMDEKK_02017;gnl|Prokka|IAHBEFHN_00867;gnl|Prokka|ICHPHMKM_00080;gnl|Prokka|JCIDEFIG_03177;gnl|Prokka|JDDPIIHO_01861;gnl|Prokka|KAGGKOGE_00481;gnl|Prokka|KIDIHNBK_04059;gnl|Prokka|LGNBBEFE_00576;gnl|Prokka|LKCJGGKA_01142;gnl|Prokka|MKNIKEAA_04522;gnl|Prokka|NGKABENH_02206;gnl|Prokka|NKEMDPIE_00789;gnl|Prokka|PJBPACPC_03822;gnl|Prokka|PLJPCPFJ_00870,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K02967,small subunit ribosomal protein S2,gnl|Prokka|AKEAHCKB_02110;gnl|Prokka|APDOGEMG_03652;gnl|Prokka|BNGDJCLN_00304;gnl|Prokka|COAKLHLB_02744;gnl|Prokka|HCDLLMMA_04283;gnl|Prokka|HIPMDEKK_00497;gnl|Prokka|IAHBEFHN_00836;gnl|Prokka|ICHPHMKM_00048;gnl|Prokka|JDDPIIHO_04312;gnl|Prokka|KAGGKOGE_00513;gnl|Prokka|KIDIHNBK_04027;gnl|Prokka|LGNBBEFE_00544;gnl|Prokka|LKCJGGKA_01174;gnl|Prokka|LKCJGGKA_02963;gnl|Prokka|MKNIKEAA_04490;gnl|Prokka|NGKABENH_02174;gnl|Prokka|NKEMDPIE_02484;gnl|Prokka|PJBPACPC_03790;gnl|Prokka|PLJPCPFJ_00838,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1
K02990,small subunit ribosomal protein S6,gnl|Prokka|AKEAHCKB_03679;gnl|Prokka|APDOGEMG_03334;gnl|Prokka|BNGDJCLN_01149;gnl|Prokka|COAKLHLB_02873;gnl|Prokka|HCDLLMMA_02805;gnl|Prokka|ICHPHMKM_02354;gnl|Prokka|JCIDEFIG_04272;gnl|Prokka|JDDPIIHO_00362;gnl|Prokka|KAGGKOGE_02109;gnl|Prokka|KIDIHNBK_03711;gnl|Prokka|LGNBBEFE_03306;gnl|Prokka|LKCJGGKA_01207;gnl|Prokka|MKNIKEAA_03126;gnl|Prokka|NGKABENH_00456;gnl|Prokka|NKEMDPIE_02788;gnl|Prokka|PJBPACPC_03298;gnl|Prokka|PLJPCPFJ_00075,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
K10009,L-cystine transport system permease protein,gnl|Prokka|AKEAHCKB_02502;gnl|Prokka|APDOGEMG_01283;gnl|Prokka|BNGDJCLN_03931;gnl|Prokka|COAKLHLB_02608;gnl|Prokka|HCDLLMMA_02634;gnl|Prokka|IAHBEFHN_03099;gnl|Prokka|ICHPHMKM_03377;gnl|Prokka|JCIDEFIG_01772;gnl|Prokka|JDDPIIHO_00253;gnl|Prokka|KAGGKOGE_03969;gnl|Prokka|KIDIHNBK_01240;gnl|Prokka|LGNBBEFE_02203;gnl|Prokka|LKCJGGKA_02332;gnl|Prokka|MKNIKEAA_02188;gnl|Prokka|NGKABENH_03286;gnl|Prokka|NKEMDPIE_01934;gnl|Prokka|PJBPACPC_00501;gnl|Prokka|PLJPCPFJ_03571,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
K00424,cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7],gnl|Prokka|AKEAHCKB_02601;gnl|Prokka|APDOGEMG_03461;gnl|Prokka|BNGDJCLN_02124;gnl|Prokka|COAKLHLB_01282;gnl|Prokka|HCDLLMMA_01450;gnl|Prokka|HIPMDEKK_01770;gnl|Prokka|IAHBEFHN_02624;gnl|Prokka|ICHPHMKM_01555;gnl|Prokka|JCIDEFIG_04308;gnl|Prokka|JDDPIIHO_01973;gnl|Prokka|KAGGKOGE_02950;gnl|Prokka|KIDIHNBK_03060;gnl|Prokka|LGNBBEFE_02654;gnl|Prokka|LKCJGGKA_01330;gnl|Prokka|MKNIKEAA_00932;gnl|Prokka|NGKABENH_01690;gnl|Prokka|NKEMDPIE_03006;gnl|Prokka|PJBPACPC_01308;gnl|Prokka|PLJPCPFJ_02878,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K21990,formate-nitrite transporter family protein,gnl|Prokka|AKEAHCKB_02667;gnl|Prokka|APDOGEMG_04441;gnl|Prokka|BNGDJCLN_03455;gnl|Prokka|COAKLHLB_00695;gnl|Prokka|HCDLLMMA_00390;gnl|Prokka|HIPMDEKK_01224;gnl|Prokka|IAHBEFHN_01374;gnl|Prokka|JDDPIIHO_00036;gnl|Prokka|KAGGKOGE_01399;gnl|Prokka|KIDIHNBK_04491;gnl|Prokka|LGNBBEFE_02833;gnl|Prokka|LKCJGGKA_04035;gnl|Prokka|MKNIKEAA_01113;gnl|Prokka|NGKABENH_00955;gnl|Prokka|NKEMDPIE_02009;gnl|Prokka|PJBPACPC_02075;gnl|Prokka|PLJPCPFJ_04357,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
K03043,DNA-directed RNA polymerase subunit beta [EC:2.7.7.6],gnl|Prokka|AKEAHCKB_02731;gnl|Prokka|APDOGEMG_01208;gnl|Prokka|BNGDJCLN_00081;gnl|Prokka|COAKLHLB_00969;gnl|Prokka|HCDLLMMA_03452;gnl|Prokka|HIPMDEKK_01201;gnl|Prokka|ICHPHMKM_02069;gnl|Prokka|JCIDEFIG_03318;gnl|Prokka|JDDPIIHO_00106;gnl|Prokka|KAGGKOGE_01868;gnl|Prokka|KIDIHNBK_02862;gnl|Prokka|LKCJGGKA_01547;gnl|Prokka|LKCJGGKA_01562;gnl|Prokka|MKNIKEAA_00214;gnl|Prokka|NGKABENH_00151;gnl|Prokka|NKEMDPIE_00762;gnl|Prokka|PJBPACPC_03526;gnl|Prokka|PLJPCPFJ_02756,1,1,1,1,0,1,1,1,1,1,2,1,0,1,1,1,1,1,1
K09904,uncharacterized protein,gnl|Prokka|AKEAHCKB_02860;gnl|Prokka|APDOGEMG_03204;gnl|Prokka|BNGDJCLN_03601;gnl|Prokka|COAKLHLB_03170;gnl|Prokka|HCDLLMMA_00551;gnl|Prokka|HIPMDEKK_00026;gnl|Prokka|IAHBEFHN_01905;gnl|Prokka|ICHPHMKM_01330;gnl|Prokka|JCIDEFIG_04097;gnl|Prokka|KAGGKOGE_01554;gnl|Prokka|KIDIHNBK_04337;gnl|Prokka|LGNBBEFE_02983;gnl|Prokka|LKCJGGKA_01064;gnl|Prokka|MKNIKEAA_01898;gnl|Prokka|NGKABENH_03773;gnl|Prokka|NKEMDPIE_02665;gnl|Prokka|PJBPACPC_01919;gnl|Prokka|PLJPCPFJ_04540,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
